,genres
4792,"[6, 7]"
4793,[18]
4794,"[6, 7]"
4795,"[14, 0, 6, 11]"
4796,"[6, 5, 7]"
4797,"[4, 6, 7]"
4798,[4]
4799,"[6, 7]"
4800,"[14, 0, 6, 5]"
4801,"[6, 7]"
4802,[4]
4803,"[18, 11]"
4804,[6]
4805,"[13, 6]"
4806,"[3, 4]"
4807,"[6, 7, 11]"
4808,"[14, 9, 8]"
4809,"[14, 0, 3, 5]"
4810,"[6, 12]"
4811,[6]
4812,"[4, 7]"
4813,[18]
4814,"[4, 7]"
4815,"[14, 13]"
4816,[6]
4817,[6]
4818,[6]
4819,"[6, 7]"
4820,[6]
4821,"[6, 7]"
4822,[6]
4823,[4]
4824,[14]
4825,"[14, 4]"
4826,[1]
4827,[0]
4828,[4]
4829,"[6, 1]"
4830,[4]
4831,"[4, 7]"
4832,"[4, 7]"
4833,"[0, 6, 7, 8, 11]"
4834,"[13, 6, 17, 8]"
4835,"[13, 6, 17, 7, 8]"
4836,"[6, 16]"
4837,[6]
4838,"[4, 6]"
4839,"[6, 17, 10]"
4840,[18]
4841,"[2, 4, 5]"
4842,[6]
4843,"[14, 4, 13, 6, 1, 8]"
4844,[9]
4845,"[6, 11]"
4846,[6]
4847,"[1, 8]"
4848,"[0, 3, 4, 5, 12]"
4849,"[14, 0, 6, 11]"
4850,[6]
4851,"[6, 9, 8]"
4852,"[4, 7]"
4853,"[0, 18]"
4854,"[4, 13, 8]"
4855,"[4, 13]"
4856,"[6, 12]"
4857,"[4, 6, 7]"
4858,[4]
4859,"[14, 0, 3, 4, 13]"
4860,[6]
4861,"[4, 7]"
4862,[6]
4863,"[4, 1, 9]"
4864,"[4, 1, 8]"
4865,[6]
4866,"[4, 11]"
4867,"[4, 7]"
4868,[4]
4869,"[4, 6]"
4870,[6]
4871,[6]
4872,"[14, 0, 5]"
4873,"[6, 11]"
4874,"[2, 4, 5, 12]"
4875,"[13, 6, 10, 8]"
4876,"[4, 13, 10]"
4877,"[14, 0, 6, 11]"
4878,"[0, 4]"
4879,[14]
4880,"[6, 7]"
4881,"[4, 6]"
4882,"[4, 6]"
4883,[4]
4884,"[0, 4]"
4885,[6]
4886,"[4, 1]"
4887,[7]
4888,[8]
4889,"[4, 6]"
4890,"[0, 6]"
4891,"[14, 4, 13, 8]"
4892,"[13, 6]"
4893,[6]
4894,[6]
4895,"[13, 6, 8]"
4896,[17]
4897,"[6, 11]"
4898,[4]
4899,"[4, 13]"
4900,"[14, 0, 3, 4]"
4901,"[4, 7]"
4902,"[10, 8]"
4903,[8]
4904,[6]
4905,"[4, 6, 7]"
4906,"[4, 6, 7]"
4907,"[6, 7]"
4908,"[14, 6, 1, 8]"
4909,"[6, 7, 9]"
4910,"[13, 6, 8]"
4911,"[4, 13, 6]"
4912,"[4, 6, 7]"
4913,"[4, 13]"
4914,"[13, 6, 8]"
4915,"[14, 0, 3, 4, 10]"
4916,"[6, 10, 8]"
4917,[6]
4918,"[14, 0, 5, 1]"
4919,"[4, 7]"
4920,[14]
4921,"[13, 6]"
4922,"[6, 11, 16]"
4923,"[4, 5, 7]"
4924,"[14, 4, 13]"
4925,"[6, 10, 8]"
4926,"[0, 6]"
4927,"[14, 6, 1]"
4928,"[6, 12]"
4929,"[14, 0, 4]"
4930,"[4, 6]"
4931,[6]
4932,"[4, 1]"
4933,"[4, 6]"
4934,"[4, 8]"
4935,"[14, 6, 8]"
4936,"[14, 13, 8]"
4937,[18]
4938,[18]
4939,"[4, 5, 7]"
4940,"[14, 13, 6, 10, 8]"
4941,[4]
4942,"[6, 1, 8]"
4943,"[4, 7]"
4944,[4]
4945,"[14, 0, 5, 1]"
4946,[6]
4947,"[4, 7]"
4948,"[14, 0, 6, 11]"
4949,"[13, 6]"
4950,"[4, 6]"
4951,"[1, 8]"
4952,[6]
4953,"[0, 6, 9]"
4954,"[14, 13]"
4955,"[6, 7]"
4956,[6]
4957,"[6, 1]"
4958,[6]
4959,"[4, 7]"
4960,"[6, 8, 11]"
4961,"[5, 1, 8]"
4962,"[14, 13]"
4963,[1]
4964,[18]
4965,"[14, 0, 9, 8]"
4966,"[14, 0, 8]"
4967,[6]
4968,"[14, 0, 8]"
4969,"[4, 6, 7]"
4970,[6]
4971,"[4, 7]"
4972,"[13, 6, 8]"
4973,"[12, 7, 16]"
4974,[6]
4975,"[10, 8]"
4976,[6]
4977,[6]
4978,"[4, 6]"
4979,[6]
4980,"[1, 8]"
4981,"[1, 10, 8]"
4982,[4]
4983,"[0, 9]"
4984,[1]
4985,"[14, 4, 5, 1]"
4986,"[6, 7]"
4987,"[6, 8]"
4988,"[14, 0, 6, 8]"
4989,"[4, 7]"
4990,[6]
4991,[14]
4992,"[4, 7]"
4993,"[4, 12]"
4994,"[4, 6, 7]"
4995,"[4, 5]"
4996,"[6, 1, 7, 8]"
4997,"[6, 12, 7]"
4998,[4]
4999,"[14, 0, 4, 7]"
5000,[4]
5001,"[13, 6, 17, 8]"
5002,"[4, 6]"
5003,"[6, 1]"
5004,"[0, 3, 9]"
5005,[6]
5006,"[13, 6]"
5007,[6]
5008,[6]
5009,"[14, 6, 11]"
5010,"[14, 0, 5]"
5011,"[6, 8]"
5012,"[14, 6, 8, 11]"
5013,[6]
5014,"[17, 8]"
5015,[6]
5016,[4]
5017,"[14, 6]"
5018,[18]
5019,[6]
5020,[8]
5021,"[14, 0, 13, 8]"
5022,"[0, 9]"
5023,"[6, 9]"
5024,"[6, 9]"
5025,"[4, 12]"
5026,"[13, 6]"
5027,"[0, 6, 7]"
5028,"[4, 7, 8]"
5029,"[4, 13, 6, 10, 7]"
5030,"[4, 13, 10]"
5031,"[4, 13, 10]"
5032,"[4, 13, 10, 7]"
5033,"[4, 13, 6, 12, 10, 7]"
5034,[4]
5035,"[0, 4, 11]"
5036,"[5, 9]"
5037,"[6, 5, 9]"
5038,[4]
5039,"[14, 4]"
5040,"[4, 1, 9]"
5041,"[4, 1, 9]"
5042,[4]
5043,[1]
5044,"[6, 1]"
5045,[4]
5046,"[4, 12]"
5047,[16]
5048,"[6, 1, 9]"
5049,"[14, 16]"
5050,"[13, 6, 8]"
5051,"[0, 6, 16]"
5052,[14]
5053,"[6, 1, 9]"
5054,[4]
5055,"[4, 13]"
5056,"[6, 17, 8]"
5057,"[14, 0]"
5058,"[13, 6, 17, 8]"
5059,"[1, 10, 8]"
5060,[18]
5061,[4]
5062,"[6, 11]"
5063,[6]
5064,[6]
5065,[6]
5066,[6]
5067,"[13, 17]"
5068,"[6, 8]"
5069,"[5, 1]"
5070,[6]
5071,"[18, 12]"
5072,"[14, 6, 11]"
5073,"[13, 6, 8]"
5074,"[6, 1, 10, 8]"
5075,[4]
5076,"[1, 9]"
5077,[9]
5078,[1]
5079,"[4, 9]"
5080,"[14, 9]"
5081,"[4, 1]"
5082,"[5, 12, 7]"
5083,[6]
5084,[18]
5085,"[4, 6]"
5086,[6]
5087,"[0, 2, 3, 5]"
5088,"[14, 13, 6, 8]"
5089,"[6, 1, 10, 8]"
5090,"[4, 6, 7]"
5091,[6]
5092,"[4, 13, 7]"
5093,"[13, 1, 8]"
5094,"[13, 6]"
5095,"[4, 6]"
5096,"[13, 6, 17]"
5097,"[14, 6, 11]"
5098,[6]
5099,"[6, 1, 9]"
5100,"[14, 6, 7, 8]"
5101,"[6, 8, 16]"
5102,"[14, 4]"
5103,"[14, 0, 8, 11]"
5104,[6]
5105,[4]
5106,"[6, 7]"
5107,[6]
5108,[6]
5109,"[4, 7]"
5110,"[14, 6]"
5111,"[13, 1, 9]"
5112,"[1, 9]"
5113,"[1, 9]"
5114,"[14, 13]"
5115,[6]
5116,"[6, 9]"
5117,[6]
5118,[6]
5119,"[2, 5, 8]"
5120,"[13, 6]"
5121,"[14, 0, 7]"
5122,"[3, 4, 5, 9]"
5123,"[4, 6]"
5124,[6]
5125,[4]
5126,"[4, 6, 11]"
5127,[6]
5128,"[6, 10, 7]"
5129,"[4, 1]"
5130,"[6, 7, 11]"
5131,"[6, 8]"
5132,"[13, 8]"
5133,[1]
5134,[10]
5135,"[4, 6]"
5136,"[14, 4, 7]"
5137,"[6, 17]"
5138,"[4, 13]"
5139,"[4, 6]"
5140,"[14, 4, 8]"
5141,"[14, 0, 2, 4, 13, 10]"
5142,"[4, 6, 5, 7]"
5143,[6]
5144,[18]
5145,"[6, 12]"
5146,"[14, 8]"
5147,"[4, 6, 7]"
5148,[4]
5149,"[14, 13]"
5150,"[4, 6]"
5151,"[4, 6, 7]"
5152,"[6, 7]"
5153,[4]
5154,[6]
5155,"[4, 7]"
5156,"[6, 11]"
5157,[6]
5158,"[6, 8]"
5159,"[0, 13, 6]"
5160,"[0, 2, 3, 4, 12, 7]"
5161,"[14, 0, 6, 9, 8]"
5162,"[4, 6, 7]"
5163,[4]
5164,[6]
5165,"[4, 6]"
5166,"[0, 5, 15]"
5167,"[14, 13, 1, 10, 8]"
5168,"[14, 4, 13, 6]"
5169,"[14, 9, 8]"
5170,"[2, 3, 4]"
5171,"[4, 5, 8]"
5172,[18]
5173,[4]
5174,[6]
5175,[6]
5176,[4]
5177,[4]
5178,"[4, 7]"
5179,"[4, 7]"
5180,"[4, 13]"
5181,"[4, 6]"
5182,"[4, 7]"
5183,"[6, 1]"
5184,"[13, 6, 17]"
5185,"[6, 7]"
5186,[4]
5187,"[2, 4, 6, 5, 9]"
5188,"[4, 9]"
5189,"[14, 6, 7, 11]"
5190,[9]
5191,"[0, 7]"
5192,[6]
5193,"[4, 6, 5]"
5194,"[13, 6, 8]"
5195,[6]
5196,"[6, 7]"
5197,"[6, 11]"
5198,[6]
5199,[6]
5200,"[4, 18, 6]"
5201,"[13, 6, 17, 7]"
5202,"[7, 9]"
5203,"[14, 0, 6, 7, 8, 16]"
5204,"[6, 5, 1]"
5205,"[6, 11]"
5206,"[3, 4, 12]"
5207,"[13, 6, 17]"
5208,"[6, 5]"
5209,"[14, 6, 11]"
5210,[6]
5211,"[13, 6]"
5212,"[14, 1, 9]"
5213,"[14, 8]"
5214,"[6, 12, 7]"
5215,"[10, 8]"
5216,"[13, 6, 1]"
5217,[4]
5218,[4]
5219,[6]
5220,"[6, 1]"
5221,"[0, 3, 4]"
5222,[4]
5223,"[4, 6, 7]"
5224,"[6, 7]"
5225,"[14, 4, 13]"
5226,[6]
5227,"[6, 7]"
5228,"[0, 3, 6]"
5229,"[6, 12]"
5230,"[4, 12]"
5231,"[4, 6]"
5232,"[2, 3, 4, 12]"
5233,"[4, 6]"
5234,[18]
5235,"[14, 4, 1, 9]"
5236,"[0, 4, 5, 12]"
5237,"[18, 6]"
5238,"[18, 11]"
5239,[18]
5240,"[6, 10, 7, 8]"
5241,"[0, 6, 9]"
5242,"[14, 13, 6, 8]"
5243,"[4, 13]"
5244,"[13, 6, 17, 8]"
5245,"[4, 6]"
5246,"[14, 4]"
5247,"[14, 4]"
5248,"[0, 2, 6]"
5249,[4]
5250,"[4, 5]"
5251,[4]
5252,"[4, 7]"
5253,[6]
5254,"[4, 6, 5, 10]"
5255,[18]
5256,"[4, 7]"
5257,"[1, 9]"
5258,[4]
5259,"[14, 0, 4, 9]"
5260,"[14, 0, 9, 15]"
5261,"[6, 7]"
5262,"[14, 0, 6, 11]"
5263,[4]
5264,"[4, 7]"
5265,"[14, 0, 9, 8]"
5266,"[13, 6]"
5267,[6]
5268,"[13, 6]"
5269,"[14, 13, 8]"
5270,"[14, 13, 5]"
5271,"[6, 7]"
5272,"[13, 1, 10, 8]"
5273,"[14, 9]"
5274,"[0, 6]"
5275,"[4, 6]"
5276,"[4, 6, 9, 11]"
5277,[4]
5278,[4]
5279,"[4, 7]"
5280,"[0, 3, 5, 12]"
5281,"[6, 12]"
5282,[6]
5283,[4]
5284,"[6, 11]"
5285,[6]
5286,"[14, 6, 11]"
5287,"[4, 6, 12, 7]"
5288,"[0, 5, 9]"
5289,[4]
5290,[18]
5291,[6]
5292,[18]
5293,"[13, 17, 8]"
5294,"[13, 10, 8]"
5295,"[6, 8]"
5296,"[13, 10, 8]"
5297,[10]
5298,"[13, 10]"
5299,[8]
5300,"[14, 0, 5, 9]"
5301,"[6, 10, 8]"
5302,"[4, 6, 7]"
5303,"[14, 0, 6, 11]"
5304,"[4, 12]"
5305,"[14, 13, 6, 8]"
5306,"[4, 7]"
5307,"[7, 9]"
5308,[6]
5309,"[0, 4]"
5310,"[4, 7]"
5311,"[4, 7]"
5312,"[14, 1, 9, 8]"
5313,[6]
5314,[4]
5315,"[1, 8]"
5316,"[4, 18]"
5317,"[0, 6, 1, 9, 8]"
5318,"[13, 8]"
5319,"[14, 0, 6]"
5320,"[6, 7]"
5321,"[6, 8]"
5322,"[6, 7, 8]"
5323,"[6, 7]"
5324,[6]
5325,[6]
5326,[6]
5327,"[14, 13, 6, 10, 8]"
5328,"[14, 1, 9, 8]"
5329,"[4, 6]"
5330,"[14, 0, 9]"
5331,"[4, 7]"
5332,"[4, 7]"
5333,"[6, 10, 9, 8]"
5334,"[0, 6]"
5335,"[4, 1]"
5336,[6]
5337,"[13, 10, 8]"
5338,[6]
5339,"[14, 6, 1, 8]"
5340,"[0, 6]"
5341,[1]
5342,"[2, 3, 4]"
5343,"[14, 6, 8]"
5344,[4]
5345,[7]
5346,"[14, 4]"
5347,"[6, 9]"
5348,[6]
5349,"[4, 7]"
5350,"[14, 0, 2, 4]"
5351,"[4, 13, 6]"
5352,"[4, 6, 5, 7]"
5353,[6]
5354,"[6, 7]"
5355,"[4, 1]"
5356,"[4, 6]"
5357,"[2, 3, 4]"
5358,"[14, 6]"
5359,[18]
5360,"[9, 8]"
5361,"[4, 6]"
5362,[4]
5363,"[1, 10, 8]"
5364,"[4, 6, 7]"
5365,"[4, 6, 7]"
5366,"[6, 10, 8]"
5367,[6]
5368,[6]
5369,[18]
5370,"[13, 6, 8]"
5371,"[1, 10, 8]"
5372,[6]
5373,"[6, 10]"
5374,"[14, 0, 2, 3, 4]"
5375,[6]
5376,"[0, 2, 3, 5, 15]"
5377,[6]
5378,"[4, 1]"
5379,"[14, 0, 4, 13, 8]"
5380,"[4, 6, 7]"
5381,[6]
5382,"[14, 0, 6, 10, 8]"
5383,"[6, 8]"
5384,"[0, 2, 3, 4]"
5385,"[14, 0, 6, 11]"
5386,"[3, 4]"
5387,[18]
5388,"[6, 7]"
5389,[6]
5390,"[14, 6, 7]"
5391,"[14, 4, 13, 8]"
5392,"[14, 5, 1, 8]"
5393,[18]
5394,"[4, 12]"
5395,[18]
5396,"[0, 3, 9]"
5397,"[6, 10, 9]"
5398,"[1, 9]"
5399,"[6, 7]"
5400,"[18, 11]"
5401,"[6, 1]"
5402,"[4, 5, 7]"
5403,[4]
5404,[6]
5405,"[6, 12, 7]"
5406,"[4, 7]"
5407,[5]
5408,"[13, 6]"
5409,[4]
5410,"[13, 6]"
5411,"[4, 6, 7]"
5412,[12]
5413,"[4, 6, 7]"
5414,"[6, 17]"
5415,"[4, 7]"
5416,"[4, 7]"
5417,"[6, 7]"
5418,"[0, 6]"
5419,[6]
5420,"[4, 6, 7]"
5421,"[13, 6, 8]"
5422,"[6, 7]"
5423,"[6, 17]"
5424,"[4, 5, 7]"
5425,"[6, 7]"
5426,"[4, 6]"
5427,[6]
5428,"[4, 7]"
5429,"[6, 7]"
5430,[6]
5431,"[6, 17, 8]"
5432,"[12, 7]"
5433,"[6, 17, 10]"
5434,"[14, 0, 6, 7]"
5435,[4]
5436,"[4, 6]"
5437,"[4, 12, 7, 16]"
5438,"[14, 0, 7]"
5439,"[13, 6]"
5440,"[6, 12]"
5441,[6]
5442,"[13, 6, 10, 8]"
5443,"[13, 18, 11]"
5444,"[4, 7]"
5445,"[6, 11]"
5446,"[13, 6]"
5447,[6]
5448,"[6, 11]"
5449,[6]
5450,[6]
5451,"[3, 4, 12, 7]"
5452,"[0, 6, 7]"
5453,"[4, 6, 11]"
5454,"[1, 8]"
5455,"[6, 1, 11]"
5456,[9]
5457,"[6, 11]"
5458,"[2, 3, 4]"
5459,"[0, 11, 16]"
5460,"[4, 6, 7]"
5461,"[6, 11]"
5462,"[13, 6]"
5463,"[14, 0, 4]"
5464,"[4, 6, 11]"
5465,"[14, 13, 6]"
5466,"[14, 13, 6]"
5467,[4]
5468,"[14, 13, 6, 8]"
5469,"[18, 6]"
5470,"[14, 0, 2, 3, 4]"
5471,"[14, 0, 4, 13, 8]"
5472,"[18, 12]"
5473,"[3, 4]"
5474,"[4, 7]"
5475,"[13, 6, 8]"
5476,"[14, 0, 4, 6, 7, 11]"
5477,"[6, 7]"
5478,"[14, 10, 8]"
5479,"[4, 16]"
5480,"[5, 16]"
5481,"[0, 4, 1, 7]"
5482,"[13, 6, 8]"
5483,"[4, 9, 8]"
5484,"[1, 8]"
5485,"[6, 7]"
5486,"[4, 6]"
5487,"[6, 7]"
5488,"[14, 13, 6]"
5489,[6]
5490,"[14, 0, 2, 3, 4, 5]"
5491,"[14, 13, 6, 8]"
5492,"[4, 6, 7]"
5493,[6]
5494,"[1, 8]"
5495,"[6, 11]"
5496,"[9, 8]"
5497,[18]
5498,"[14, 4, 13]"
5499,"[4, 8]"
5500,"[6, 12, 7]"
5501,"[6, 7]"
5502,[14]
5503,"[14, 6]"
5504,"[1, 9]"
5505,"[14, 4]"
5506,"[4, 6, 12]"
5507,"[4, 1, 7]"
5508,"[0, 4, 9]"
5509,"[6, 10]"
5510,"[14, 13, 6]"
5511,"[6, 9]"
5512,"[4, 18]"
5513,"[0, 6]"
5514,"[5, 1, 9, 8]"
5515,[6]
5516,"[14, 0, 3, 13, 10, 8]"
5517,"[0, 3, 5, 9]"
5518,"[1, 8]"
5519,[18]
5520,"[4, 6]"
5521,"[3, 6]"
5522,[6]
5523,"[0, 3, 5, 9]"
5524,"[14, 4, 13, 8]"
5525,"[6, 10, 9]"
5526,[4]
5527,[6]
5528,"[6, 12]"
5529,[4]
5530,[6]
5531,"[13, 6, 8]"
5532,"[13, 6, 7]"
5533,"[14, 0, 2, 3, 5, 9]"
5534,"[14, 4, 9]"
5535,"[4, 6, 7]"
5536,"[5, 1, 9, 8]"
5537,"[14, 5, 1, 7]"
5538,"[13, 6, 8]"
5539,"[14, 0, 6, 10, 8]"
5540,[6]
5541,"[4, 1, 9]"
5542,[12]
5543,"[2, 5, 10]"
5544,[4]
5545,"[0, 6, 16]"
5546,"[0, 2, 3, 6, 5]"
5547,[4]
5548,"[4, 12, 7]"
5549,"[14, 6, 11]"
5550,"[4, 5]"
5551,"[6, 5, 1, 10, 8]"
5552,[6]
5553,[6]
5554,[14]
5555,"[4, 13]"
5556,"[14, 2, 13, 6, 17, 10, 9, 8]"
5557,"[13, 6, 8]"
5558,[18]
5559,"[6, 7]"
5560,"[6, 1]"
5561,[4]
5562,[18]
5563,[4]
5564,"[14, 13, 8]"
5565,"[4, 5, 7]"
5566,"[2, 6]"
5567,"[4, 6, 7]"
5568,"[0, 6, 16]"
5569,"[13, 6, 10, 7, 8]"
5570,"[14, 5, 9, 8, 11]"
5571,"[14, 4, 7]"
5572,"[0, 2, 4, 5, 7]"
5573,[6]
5574,[4]
5575,"[6, 12]"
5576,"[6, 7, 8, 11]"
5577,"[14, 0, 3, 4]"
5578,"[6, 7]"
5579,[18]
5580,[6]
5581,[6]
5582,"[14, 9]"
5583,"[14, 3, 4]"
5584,"[4, 6]"
5585,"[14, 4, 13, 6]"
5586,"[0, 6, 5, 1, 9]"
5587,"[14, 13, 1]"
5588,"[4, 9]"
5589,"[14, 6]"
5590,[4]
5591,"[4, 7]"
5592,"[13, 17, 10, 8]"
5593,"[6, 5, 1, 10, 9, 8]"
5594,"[4, 6]"
5595,"[0, 16]"
5596,"[2, 6, 7]"
5597,"[14, 2]"
5598,"[4, 6, 7]"
5599,[4]
5600,"[13, 8]"
5601,[7]
5602,"[6, 8]"
5603,[6]
5604,"[14, 9]"
5605,"[0, 2, 3, 12, 7]"
5606,"[14, 18, 6, 8]"
5607,"[14, 1, 9]"
5608,[6]
5609,"[4, 13, 1]"
5610,"[6, 7]"
5611,"[14, 13, 8]"
5612,"[14, 0, 4, 9, 8]"
5613,"[14, 0, 6, 5, 7]"
5614,[9]
5615,"[3, 4, 5]"
5616,"[5, 16]"
5617,"[6, 8]"
5618,"[14, 13, 5]"
5619,[1]
5620,"[14, 0, 2, 3, 5, 9]"
5621,"[14, 2, 6, 5, 9]"
5622,[18]
5623,"[4, 7]"
5624,"[0, 2, 3, 5]"
5625,"[14, 4]"
5626,"[6, 7]"
5627,"[0, 4, 5]"
5628,[6]
5629,"[6, 5, 7, 9]"
5630,"[4, 6]"
5631,"[14, 2, 13, 9, 8]"
5632,"[6, 1, 10, 7, 8]"
5633,"[4, 6, 5]"
5634,"[14, 4, 13, 5, 8]"
5635,[18]
5636,"[0, 4, 5]"
5637,"[2, 4]"
5638,[4]
5639,[6]
5640,"[13, 6, 10, 8, 11]"
5641,"[6, 8]"
5642,"[4, 6, 7]"
5643,"[4, 6, 7, 9]"
5644,"[14, 4, 8]"
5645,"[1, 10]"
5646,"[14, 2, 1]"
5647,"[0, 16]"
5648,"[4, 13, 1, 10, 8]"
5649,[4]
5650,"[14, 13, 8]"
5651,"[1, 10, 9]"
5652,"[1, 10, 8]"
5653,[6]
5654,"[4, 7]"
5655,"[4, 5, 10, 9]"
5656,"[4, 7]"
5657,"[4, 13, 6, 9, 8]"
5658,[4]
5659,"[4, 1, 12]"
5660,"[4, 1, 10, 8]"
5661,"[13, 6]"
5662,"[14, 4, 1, 12]"
5663,"[1, 10, 8]"
5664,"[6, 9, 11]"
5665,"[14, 0, 6, 9, 8]"
5666,"[0, 2, 3, 4]"
5667,"[6, 7]"
5668,"[4, 6, 7]"
5669,"[14, 2, 6, 9]"
5670,[6]
5671,[1]
5672,"[4, 13, 6, 10, 8]"
5673,"[14, 4, 1, 9, 8, 16]"
5674,[4]
5675,"[14, 13, 8]"
5676,"[14, 4, 6, 11]"
5677,"[14, 4, 6]"
5678,"[14, 6, 8, 11]"
5679,"[14, 6, 8]"
5680,"[0, 3, 4, 5]"
5681,"[14, 0, 6, 7]"
5682,"[4, 13, 6, 7]"
5683,"[6, 10, 7, 11]"
5684,"[6, 7]"
5685,"[14, 2, 6, 9, 8]"
5686,"[0, 2, 3, 5]"
5687,"[6, 7]"
5688,"[6, 7]"
5689,"[1, 8]"
5690,"[6, 1, 10, 8]"
5691,[4]
5692,[6]
5693,[6]
5694,[1]
5695,"[10, 8]"
5696,[6]
5697,"[5, 1]"
5698,"[1, 10]"
5699,"[6, 10, 9, 8]"
5700,"[3, 4, 13, 6, 5]"
5701,"[14, 1, 9, 11]"
5702,"[14, 8]"
5703,"[14, 13, 6, 8]"
5704,[6]
5705,"[4, 6, 7]"
5706,[6]
5707,"[14, 0, 6, 11]"
5708,"[18, 6]"
5709,"[6, 8]"
5710,"[6, 8]"
5711,"[4, 6, 7]"
5712,[18]
5713,[6]
5714,"[13, 6, 8]"
5715,[6]
5716,"[14, 0]"
5717,"[6, 8]"
5718,"[6, 1, 10, 8]"
5719,[18]
5720,[18]
5721,"[14, 0, 6, 8]"
5722,[6]
5723,"[14, 6, 11]"
5724,[18]
5725,[18]
5726,[18]
5727,[18]
5728,"[4, 18, 6]"
5729,"[2, 6, 10, 9, 8]"
5730,"[14, 6, 5, 9]"
5731,[18]
5732,[6]
5733,"[4, 13, 6, 1, 10]"
5734,"[6, 11]"
5735,"[0, 3, 4, 5, 15]"
5736,"[6, 7]"
5737,"[0, 4, 5]"
5738,[6]
5739,"[6, 12, 7]"
5740,"[6, 12]"
5741,[6]
5742,"[4, 6]"
5743,[4]
5744,"[13, 6, 8]"
5745,[6]
5746,[6]
5747,"[4, 5]"
5748,[6]
5749,"[2, 18]"
5750,"[6, 1, 10, 9, 8]"
5751,"[4, 6, 7]"
5752,"[4, 6]"
5753,[4]
5754,"[3, 6]"
5755,"[6, 7]"
5756,"[4, 8]"
5757,"[4, 7]"
5758,"[13, 6]"
5759,"[14, 13, 6]"
5760,"[4, 6]"
5761,"[6, 11]"
5762,"[4, 13]"
5763,"[2, 5, 9, 11]"
5764,"[4, 6]"
5765,"[14, 2, 5, 9]"
5766,"[2, 3, 12]"
5767,"[14, 0, 13, 6]"
5768,"[3, 4]"
5769,[6]
5770,[6]
5771,"[4, 12]"
5772,"[13, 6]"
5773,"[13, 6, 10, 8]"
5774,"[14, 0, 4, 13, 7, 8]"
5775,"[6, 11]"
5776,"[14, 13, 6, 8]"
5777,"[3, 4]"
5778,"[14, 1, 9, 8]"
5779,"[1, 10, 8]"
5780,"[6, 1, 10, 8]"
5781,"[4, 7]"
5782,[6]
5783,[6]
5784,"[4, 6]"
5785,[6]
5786,"[13, 17]"
5787,"[14, 0, 9]"
5788,"[13, 6, 8]"
5789,[6]
5790,"[14, 0, 6, 7, 11]"
5791,"[0, 2, 5, 7]"
5792,"[14, 2, 6, 9]"
5793,"[14, 4, 7]"
5794,"[4, 7]"
5795,[4]
5796,"[4, 12, 7]"
5797,"[14, 5, 1, 8]"
5798,"[0, 3, 4, 5]"
5799,"[3, 4, 6]"
5800,"[6, 11]"
5801,"[10, 8]"
5802,"[14, 5, 1, 10, 9, 8]"
5803,[4]
5804,"[14, 4]"
5805,"[14, 4]"
5806,"[6, 7]"
5807,"[4, 1]"
5808,"[0, 4, 13, 6, 10, 8]"
5809,"[14, 0, 4]"
5810,"[0, 4, 7]"
5811,"[4, 13, 6, 10]"
5812,"[6, 11]"
5813,"[4, 6, 7]"
5814,"[1, 8]"
5815,"[14, 4]"
5816,"[4, 13, 12]"
5817,"[18, 11]"
5818,"[14, 13, 6, 8]"
5819,"[0, 2, 3, 4, 5, 9, 15]"
5820,[6]
5821,"[1, 10]"
5822,[4]
5823,[6]
5824,[4]
5825,"[13, 6, 8]"
5826,"[1, 10, 9, 8]"
5827,[6]
5828,"[14, 4, 13]"
5829,"[3, 4, 6]"
5830,"[4, 6]"
5831,[6]
5832,"[0, 4, 13]"
5833,"[4, 7]"
5834,"[14, 4]"
5835,[18]
5836,"[0, 4, 18]"
5837,"[13, 6, 17]"
5838,"[14, 6]"
5839,"[4, 13, 6, 16]"
5840,"[14, 4]"
5841,[4]
5842,"[2, 4, 6, 5]"
5843,"[14, 4, 13, 6]"
5844,"[4, 13, 6]"
5845,"[14, 0]"
5846,"[0, 6, 11, 16]"
5847,"[2, 5, 9, 8]"
5848,[18]
5849,[6]
5850,"[14, 13, 17, 10, 8]"
5851,[4]
5852,"[14, 0, 4]"
5853,"[4, 7]"
5854,[6]
5855,"[4, 12, 7]"
5856,"[14, 13]"
5857,"[6, 11]"
5858,"[2, 6]"
5859,[4]
5860,[4]
5861,"[6, 10, 8]"
5862,"[6, 1, 8]"
5863,[6]
5864,"[6, 7]"
5865,"[4, 7]"
5866,[4]
5867,"[6, 11]"
5868,"[14, 0, 5, 9]"
5869,"[6, 11]"
5870,"[6, 1, 8]"
5871,"[4, 5, 7]"
5872,"[0, 4, 9]"
5873,"[1, 8]"
5874,"[2, 4, 9]"
5875,"[6, 11]"
5876,"[4, 16]"
5877,"[14, 13, 6]"
5878,"[0, 4, 6]"
5879,"[4, 6, 7]"
5880,"[4, 13]"
5881,[18]
5882,"[14, 13, 8]"
5883,"[14, 6, 7, 11]"
5884,"[1, 8]"
5885,"[13, 6]"
5886,"[6, 10]"
5887,"[4, 7]"
5888,"[6, 10, 7, 8]"
5889,"[6, 12, 7]"
5890,"[2, 5, 1]"
5891,"[6, 7]"
5892,"[4, 12]"
5893,[6]
5894,[18]
5895,"[14, 13, 6, 8]"
5896,"[14, 0, 9]"
5897,[4]
5898,"[4, 7]"
5899,"[0, 6]"
5900,[4]
5901,"[0, 2, 3, 4]"
5902,"[0, 4]"
5903,"[3, 18]"
